timestamp,equity
2025-08-25 11:06:18.498391,10000.0
2025-08-25 11:06:21.397526,10000.0
2025-08-25 11:07:23.646781,10000.0
2025-08-25 11:10:48.021571,10000.0
2025-08-25 11:10:51.090082,10000.0
2025-08-25 11:11:53.307362,10000.0
2025-08-25 11:12:55.462901,10000.0
2025-08-25 11:13:57.564985,10000.0
2025-08-25 11:14:59.694743,10000.0
2025-08-25 11:16:01.801797,10000.0
2025-08-25 11:17:03.999538,10000.0
2025-08-25 11:18:06.113280,10000.0
2025-08-25 11:19:08.194279,10000.0
2025-08-25 11:20:10.292856,10000.0
2025-08-25 11:21:12.467685,10000.0
2025-08-25 11:22:14.657243,10000.0
2025-08-25 11:23:16.763502,10000.0
2025-08-25 11:24:18.876468,10000.0
2025-08-25 11:25:21.048198,10000.0
2025-08-25 11:26:23.151264,10000.0
2025-08-25 11:27:25.352769,10000.0
2025-08-25 11:28:27.448784,10000.0
2025-08-25 11:29:29.558656,10000.0
2025-08-25 11:30:31.702277,10000.0
2025-08-25 11:31:33.789235,10000.0
2025-08-25 11:32:35.904537,10000.0
2025-08-25 11:33:38.032325,10000.0
2025-08-25 11:34:40.138453,10000.0
2025-08-25 11:35:43.471440,10000.0
2025-08-25 11:36:45.850066,10000.0
2025-08-25 11:37:48.173459,10000.0
2025-08-25 11:38:50.359229,10000.0
2025-08-25 11:39:52.468791,10000.0
2025-08-25 11:40:54.784861,10000.0
2025-08-25 11:41:57.069421,10000.0
2025-08-25 11:42:59.193315,10000.0
2025-08-25 11:44:01.292529,10000.0
2025-08-25 11:45:03.585189,10000.0
2025-08-25 11:46:05.795440,10000.0
2025-08-25 11:47:07.909992,10000.0
2025-08-25 11:48:09.996310,10000.0
2025-08-25 11:49:12.086998,10000.0
2025-08-25 11:50:14.179371,10000.0
2025-08-25 11:51:16.277252,10000.0
2025-08-25 11:52:18.410210,10000.0
2025-08-25 11:53:20.514143,10000.0
2025-08-25 11:54:22.733154,10000.0
2025-08-25 11:55:24.822032,10000.0
2025-08-25 11:56:27.009851,10000.0
2025-08-25 11:57:29.104446,10000.0
2025-08-25 11:58:31.227563,10000.0
2025-08-25 11:59:33.420323,10000.0
2025-08-25 12:39:13.053191,10000.0
2025-08-25 20:29:24.634324,10000.0
2025-08-25 20:29:27.655611,10000.0
2025-08-25 20:39:26.327617,10000.0
2025-08-25 20:39:29.245832,10000.0
2025-08-26 14:29:35.734991,10000.0
2025-08-26 15:22:18.885362,10000.0
